Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
40,Current employee,Non-Travel,218,Research & Development,8,1,Medical,1,16655,140110,4,Male,55,2,3,Research Director,2,Divorced,13757,25178,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8,Company Website
40,Current employee,Non-Travel,218,Research & Development,8,1,Medical,1,16656,140111,4,Male,55,2,3,Research Director,2,Divorced,13757,25178,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8,Company Website
40,Current employee,Non-Travel,218,Research & Development,8,1,Medical,1,16657,140112,4,Male,55,2,3,Research Director,2,Divorced,13757,25178,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8,Company Website
36,Current employee,Travel_Rarely,796,Research & Development,12,5,Medical,1,16658,140113,4,Male,83,2,3,Research Director,2,Divorced,13757,25178,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8,Company Website
40,Current employee,Non-Travel,218,Research & Development,8,1,Medical,1,16659,140114,4,Male,55,2,3,Research Director,2,Divorced,13757,25178,2,Y,No,11,4,3,80,1,16,5,3,9,8,4,8,Company Website
36,Current employee,Travel_Rarely,796,Research & Development,12,5,Medical,1,16660,140115,4,Male,83,2,3,Research Director,2,Divorced,13757,25178,2,Y,No,11,4,3,80,1,16,5,3,9,8,4,8,Company Website
36,Current employee,Travel_Rarely,796,Research & Development,12,5,Medical,1,16661,140116,4,Male,83,2,3,Research Director,2,Divorced,13757,25178,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8,Company Website
36,Current employee,Travel_Rarely,796,Research & Development,12,5,Medical,1,16662,140117,4,Male,83,2,3,Research Director,2,Divorced,13757,25178,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8,Company Website
40,Current employee,Non-Travel,218,Research & Development,8,1,Medical,1,16663,140118,4,Male,55,2,3,Research Director,2,Divorced,13757,25178,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8,Company Website
40,Current employee,Non-Travel,218,Research & Development,8,1,Medical,1,16664,140119,4,Male,55,2,3,Research Director,2,Divorced,13757,25178,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8,Company Website
28,Current employee,Travel_Rarely,866,Sales,5,3,Medical,1,16665,140120,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Indeed
55,Current employee,Non-Travel,444,Research & Development,2,1,Medical,1,16666,140121,4,Male,83,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,4,4,80,0,6,4,3,5,4,1,3,Indeed
55,Current employee,Non-Travel,444,Research & Development,2,1,Life Sciences,1,16667,140122,4,Male,83,3,2,Sales Executive,1,Single,8463,23490,4,Y,No,18,4,4,80,0,6,4,3,5,4,1,3,Indeed
28,Current employee,Travel_Rarely,866,Sales,5,3,Life Sciences,1,16668,140123,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,5,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Indeed
28,Current employee,Travel_Rarely,866,Sales,5,3,Medical,1,16669,140124,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Company Website
28,Current employee,Travel_Rarely,866,Sales,5,3,Life Sciences,1,16670,140125,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,5,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Indeed
55,Current employee,Non-Travel,444,Research & Development,2,1,Medical,1,16671,140126,4,Male,83,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Indeed
55,Current employee,Non-Travel,444,Research & Development,2,1,Life Sciences,1,16672,140127,4,Male,83,3,2,Sales Executive,1,Single,8463,23490,4,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Indeed
28,Current employee,Travel_Rarely,866,Sales,5,3,Medical,1,16673,140128,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Indeed
55,Current employee,Non-Travel,444,Research & Development,2,1,Medical,1,16674,140129,4,Male,83,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,4,4,80,0,6,4,3,5,4,1,3,Indeed
55,Current employee,Non-Travel,444,Research & Development,2,1,Life Sciences,1,16675,140130,4,Male,83,3,2,Sales Executive,1,Single,8463,23490,4,Y,No,18,4,4,80,0,6,4,3,5,4,1,3,Indeed
28,Current employee,Travel_Rarely,866,Sales,5,3,Life Sciences,1,16676,140131,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,5,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Indeed
28,Current employee,Travel_Rarely,866,Sales,5,3,Medical,1,16677,140132,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Company Website
28,Current employee,Travel_Rarely,866,Sales,5,3,Life Sciences,1,16678,140133,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,5,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Indeed
55,Current employee,Non-Travel,444,Research & Development,2,1,Medical,1,16679,140134,4,Male,83,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Indeed
55,Current employee,Non-Travel,444,Research & Development,2,1,Life Sciences,1,16680,140135,4,Male,83,3,2,Sales Executive,1,Single,8463,23490,4,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Indeed
44,Current employee,Non-Travel,981,Research & Development,5,3,Life Sciences,1,16681,140136,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,4,4,80,0,7,5,3,5,2,0,3,Jora
43,Current employee,Travel_Rarely,415,Sales,25,3,Medical,1,16682,140137,4,Male,83,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,4,4,80,0,7,5,3,5,2,0,3,Jora
44,Current employee,Non-Travel,981,Research & Development,5,3,Life Sciences,1,16683,140138,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,1,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,Jora
43,Current employee,Travel_Rarely,415,Sales,25,3,Technical Degree,1,16684,140139,4,Male,83,2,1,Laboratory Technician,3,Single,3162,7973,1,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,Jora
43,Current employee,Travel_Rarely,415,Sales,25,3,Medical,1,16685,140140,4,Male,83,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,Jora
43,Current employee,Travel_Rarely,415,Sales,25,3,Technical Degree,1,16686,140141,4,Male,83,2,1,Laboratory Technician,3,Single,3162,7973,1,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,Jora
44,Current employee,Non-Travel,981,Research & Development,5,3,Life Sciences,1,16687,140142,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,Jora
44,Current employee,Non-Travel,981,Research & Development,5,3,Life Sciences,1,16688,140143,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,1,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,Jora
44,Current employee,Non-Travel,981,Research & Development,5,3,Life Sciences,1,16689,140144,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,4,4,80,0,7,5,3,5,2,0,3,Jora
43,Current employee,Travel_Rarely,415,Sales,25,3,Medical,1,16690,140145,4,Male,83,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,4,4,80,0,7,5,3,5,2,0,3,Jora
44,Current employee,Non-Travel,981,Research & Development,5,3,Life Sciences,1,16691,140146,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,1,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,Jora
43,Current employee,Travel_Rarely,415,Sales,25,3,Technical Degree,1,16692,140147,4,Male,83,2,1,Laboratory Technician,3,Single,3162,7973,1,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,Jora
43,Current employee,Travel_Rarely,415,Sales,25,3,Medical,1,16693,140148,4,Male,83,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,Jora
43,Current employee,Travel_Rarely,415,Sales,25,3,Technical Degree,1,16694,140149,4,Male,83,2,1,Laboratory Technician,3,Single,3162,7973,1,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,Jora
44,Current employee,Non-Travel,981,Research & Development,5,3,Life Sciences,1,16695,140150,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,Jora
53,Current employee,Travel_Rarely,447,Research & Development,2,3,Medical,1,16696,140151,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,LinkedIn
26,Current employee,Travel_Rarely,192,Research & Development,1,2,Medical,1,16697,140152,4,Male,83,4,4,Research Director,2,Single,16598,19764,4,Y,No,12,4,2,80,0,35,2,2,9,8,8,8,LinkedIn
26,Current employee,Travel_Rarely,192,Research & Development,1,2,Life Sciences,1,16698,140153,4,Male,83,4,4,Research Director,2,Single,16598,19764,1,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,LinkedIn
53,Current employee,Travel_Rarely,447,Research & Development,2,3,Life Sciences,1,16699,140154,4,Male,39,4,4,Research Director,2,Single,16598,19764,1,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,LinkedIn
26,Current employee,Travel_Rarely,192,Research & Development,1,2,Medical,1,16700,140155,4,Male,83,4,4,Research Director,2,Single,16598,23844,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,LinkedIn
26,Current employee,Travel_Rarely,192,Research & Development,1,2,Life Sciences,1,16701,140156,4,Male,83,4,4,Research Director,2,Single,16598,26703,1,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,LinkedIn
53,Current employee,Travel_Rarely,447,Research & Development,2,3,Medical,1,16702,140157,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,LinkedIn
53,Current employee,Travel_Rarely,447,Research & Development,2,3,Life Sciences,1,16703,140158,4,Male,39,4,4,Research Director,2,Single,16598,19764,1,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,LinkedIn
53,Current employee,Travel_Rarely,447,Research & Development,2,3,Medical,1,16704,140159,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,LinkedIn
26,Current employee,Travel_Rarely,192,Research & Development,1,2,Medical,1,16705,140160,4,Male,83,4,4,Research Director,2,Single,16598,19764,4,Y,No,12,4,2,80,0,35,2,2,9,8,8,8,LinkedIn
26,Current employee,Travel_Rarely,192,Research & Development,1,2,Life Sciences,1,16706,140161,4,Male,83,4,4,Research Director,2,Single,16598,19764,1,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,LinkedIn
53,Current employee,Travel_Rarely,447,Research & Development,2,3,Life Sciences,1,16707,140162,4,Male,39,4,4,Research Director,2,Single,16598,19764,1,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,LinkedIn
26,Current employee,Travel_Rarely,192,Research & Development,1,2,Medical,1,16708,140163,4,Male,83,3,2,Sales Executive,4,Single,4908,24252,1,Y,No,14,3,3,80,0,1,4,1,1,0,0,0,LinkedIn
26,Current employee,Travel_Rarely,192,Research & Development,1,2,Life Sciences,1,16709,140164,4,Male,83,4,4,Research Director,2,Single,2011,23522,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7,Recruit.net
53,Current employee,Travel_Rarely,447,Research & Development,2,3,Medical,1,16710,140165,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,LinkedIn
53,Current employee,Travel_Rarely,447,Research & Development,2,3,Life Sciences,1,16711,140166,4,Male,39,4,4,Research Director,2,Single,16598,19764,1,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,LinkedIn
49,Current employee,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,16712,140167,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
44,Voluntary Resignation,Travel_Rarely,1376,Human Resources,1,2,Medical,1,16713,140168,4,Male,83,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
44,Voluntary Resignation,Travel_Rarely,1376,Human Resources,1,2,Life Sciences,1,16714,140169,4,Male,83,3,2,Healthcare Representative,3,Married,6651,21534,0,Y,No,14,4,2,80,1,20,0,2,3,2,1,2,Recruit.net
49,Current employee,Travel_Rarely,1495,Research & Development,5,4,Life Sciences,1,16715,140170,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,0,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
44,Voluntary Resignation,Travel_Rarely,1376,Human Resources,1,2,Medical,1,16716,140171,4,Male,83,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
44,Voluntary Resignation,Travel_Rarely,1376,Human Resources,1,2,Life Sciences,1,16717,140172,4,Male,83,3,2,Healthcare Representative,3,Married,6651,21534,0,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
49,Current employee,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,16718,140173,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
49,Current employee,Travel_Rarely,1495,Research & Development,5,4,Life Sciences,1,16719,140174,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,0,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
49,Current employee,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,16720,140175,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
44,Voluntary Resignation,Travel_Rarely,1376,Human Resources,1,2,Medical,1,16721,140176,4,Male,83,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
44,Voluntary Resignation,Travel_Rarely,1376,Human Resources,1,2,Life Sciences,1,16722,140177,4,Male,83,3,2,Healthcare Representative,3,Married,6651,21534,0,Y,No,14,4,2,80,1,20,0,2,3,2,1,2,Recruit.net
49,Current employee,Travel_Rarely,1495,Research & Development,5,4,Life Sciences,1,16723,140178,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,0,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
44,Voluntary Resignation,Travel_Rarely,1376,Human Resources,1,2,Medical,1,16724,140179,4,Male,83,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
44,Voluntary Resignation,Travel_Rarely,1376,Human Resources,1,2,Life Sciences,1,16725,140180,4,Male,83,3,2,Healthcare Representative,3,Married,6651,21534,0,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
49,Current employee,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,16726,140181,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
49,Current employee,Travel_Rarely,1495,Research & Development,5,4,Test,1,16727,140182,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,0,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Recruit.net
40,Current employee,Travel_Rarely,896,Research & Development,2,3,Medical,1,16728,140183,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
33,Voluntary Resignation,Travel_Frequently,827,Research & Development,29,4,Medical,1,16729,140184,4,Male,83,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
40,Current employee,Travel_Rarely,896,Research & Development,2,3,Life Sciences,1,16730,140185,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
33,Voluntary Resignation,Travel_Frequently,827,Research & Development,29,4,Technical Degree,1,16731,140186,4,Male,83,3,1,Research Scientist,3,Divorced,2345,8045,4,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
33,Voluntary Resignation,Travel_Frequently,827,Research & Development,29,4,Medical,1,16732,140187,4,Male,83,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
33,Voluntary Resignation,Travel_Frequently,827,Research & Development,29,4,Technical Degree,1,16733,140188,4,Male,83,3,1,Research Scientist,3,Divorced,2345,8045,4,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
40,Current employee,Travel_Rarely,896,Research & Development,2,3,Medical,1,16734,140189,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
40,Current employee,Travel_Rarely,896,Research & Development,2,3,Life Sciences,1,16735,140190,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
40,Current employee,Travel_Rarely,896,Research & Development,2,3,Medical,1,16736,140191,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
33,Voluntary Resignation,Travel_Frequently,827,Research & Development,29,4,Medical,1,16737,140192,4,Male,83,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
40,Current employee,Travel_Rarely,896,Research & Development,2,3,Life Sciences,1,16738,140193,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
33,Voluntary Resignation,Travel_Frequently,827,Research & Development,29,4,Technical Degree,1,16739,140194,4,Male,83,3,1,Research Scientist,3,Divorced,2345,8045,4,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
33,Voluntary Resignation,Travel_Frequently,827,Research & Development,29,4,Medical,1,16740,140195,4,Male,83,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
33,Voluntary Resignation,Travel_Frequently,827,Research & Development,29,4,Technical Degree,1,16741,140196,4,Male,83,3,1,Research Scientist,3,Divorced,2345,8045,4,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
40,Current employee,Travel_Rarely,896,Research & Development,2,3,Medical,1,16742,140197,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
40,Current employee,Travel_Rarely,896,Research & Development,2,3,Life Sciences,1,16743,140198,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Adzuna
44,Current employee,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,16744,140199,4,Male,49,3,1,Research Scientist,2,Single,3420,21158,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
26,Voluntary Resignation,Travel_Rarely,1330,Research & Development,21,3,Medical,1,16745,140200,4,Male,83,3,1,Research Scientist,2,Single,3420,21158,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
44,Current employee,Travel_Rarely,1467,Research & Development,20,3,Medical,1,16746,140201,4,Male,49,3,1,Research Scientist,2,Single,3420,21158,3,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
26,Voluntary Resignation,Travel_Rarely,1330,Research & Development,21,3,Other,1,16747,140202,4,Male,83,3,1,Research Scientist,2,Single,3420,21158,4,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
26,Voluntary Resignation,Travel_Rarely,1330,Research & Development,21,3,Medical,1,16748,140203,4,Male,83,3,1,Research Scientist,2,Single,3420,23848,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
26,Voluntary Resignation,Travel_Rarely,1330,Research & Development,21,3,Other,1,16749,140204,4,Male,83,3,1,Research Scientist,2,Single,3420,26997,4,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,Indeed
44,Current employee,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,16750,140205,4,Male,49,3,1,Research Scientist,2,Single,3420,21158,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
44,Current employee,Travel_Rarely,1467,Research & Development,20,3,Medical,1,16751,140206,4,Male,49,3,1,Research Scientist,2,Single,3420,21158,3,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
44,Current employee,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,16752,140207,4,Male,49,3,1,Research Scientist,2,Single,3420,21158,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
26,Voluntary Resignation,Travel_Rarely,1330,Research & Development,21,3,Medical,1,16753,140208,4,Male,83,3,1,Research Scientist,2,Single,3420,21158,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
44,Current employee,Travel_Rarely,1467,Research & Development,20,3,Medical,1,16754,140209,4,Male,49,3,1,Research Scientist,2,Single,3420,21158,3,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
26,Voluntary Resignation,Travel_Rarely,1330,Research & Development,21,3,Other,1,16755,140210,4,Male,83,3,1,Research Scientist,2,Single,3420,21158,4,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
26,Voluntary Resignation,Travel_Rarely,1330,Research & Development,21,3,Medical,1,16756,140211,4,Male,83,3,1,Research Scientist,2,Single,3420,23848,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
26,Voluntary Resignation,Travel_Rarely,1330,Research & Development,21,3,Other,1,16757,140212,4,Male,83,3,1,Research Scientist,2,Single,3420,26997,4,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,Indeed
44,Current employee,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,16758,140213,4,Male,49,3,1,Research Scientist,2,Single,3420,21158,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
44,Current employee,Travel_Rarely,1467,Research & Development,20,3,Medical,1,16759,140214,4,Male,49,3,1,Research Scientist,2,Single,3420,21158,3,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,GlassDoor
33,Current employee,Travel_Frequently,430,Sales,7,3,Medical,1,16760,140215,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Voluntary Resignation,Travel_Rarely,1017,Research & Development,25,3,Medical,1,16761,140216,4,Male,83,3,2,Sales Executive,1,Married,4373,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Current employee,Travel_Frequently,430,Sales,7,3,Marketing,1,16762,140217,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,5,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Voluntary Resignation,Travel_Rarely,1017,Research & Development,25,3,Technical Degree,1,16763,140218,4,Male,83,3,2,Sales Executive,1,Married,4373,17456,7,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Current employee,Travel_Frequently,430,Sales,7,3,Medical,1,16764,140219,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Voluntary Resignation,Travel_Rarely,1017,Research & Development,25,3,Medical,1,16765,140220,4,Male,83,3,2,Sales Executive,1,Married,4373,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Current employee,Travel_Frequently,430,Sales,7,3,Marketing,1,16766,140221,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,5,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Voluntary Resignation,Travel_Rarely,1017,Research & Development,25,3,Technical Degree,1,16767,140222,4,Male,83,3,2,Sales Executive,1,Married,4373,17456,7,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Current employee,Travel_Frequently,430,Sales,7,3,Medical,1,16768,140223,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Voluntary Resignation,Travel_Rarely,1017,Research & Development,25,3,Medical,1,16769,140224,4,Male,83,3,2,Sales Executive,1,Married,4373,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Current employee,Travel_Frequently,430,Sales,7,3,Marketing,1,16770,140225,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,5,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Voluntary Resignation,Travel_Rarely,1017,Research & Development,25,3,Technical Degree,1,16771,140226,4,Male,83,3,2,Sales Executive,1,Married,4373,17456,7,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Current employee,Travel_Frequently,430,Sales,7,3,Medical,1,16772,140227,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Voluntary Resignation,Travel_Rarely,1017,Research & Development,25,3,Medical,1,16773,140228,4,Male,83,3,2,Sales Executive,1,Married,4373,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Current employee,Travel_Frequently,430,Sales,7,3,Marketing,1,16774,140229,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,5,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
33,Voluntary Resignation,Travel_Rarely,1017,Research & Development,25,3,Technical Degree,1,16775,140230,4,Male,83,3,2,Sales Executive,1,Married,4373,17456,7,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,Company Website
34,Current employee,Travel_Rarely,1326,Sales,3,3,Other,1,16776,140231,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12,Indeed
42,Current employee,Travel_Rarely,469,Research & Development,2,2,Medical,1,16777,140232,4,Male,83,1,2,Sales Executive,1,Single,4759,15891,3,Y,No,18,4,4,80,0,15,2,3,13,9,3,12,Indeed
42,Current employee,Travel_Rarely,469,Research & Development,2,2,Life Sciences,1,16778,140233,4,Male,83,1,2,Sales Executive,1,Single,4759,15891,4,Y,No,18,3,4,80,0,15,2,3,13,9,3,12,Indeed
34,Current employee,Travel_Rarely,1326,Sales,3,3,Life Sciences,1,16779,140234,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,4,Y,No,18,3,4,80,0,15,2,3,13,9,3,12,Indeed
34,Current employee,Travel_Rarely,1326,Sales,3,3,Other,1,16780,140235,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12,Indeed
